"state_m","gender_m","city_m","OPEN_DT","empstat","age","p_churn"
"ID","F","BOISE","26AUG2012","parttime","          28","0.0614074604"
"ID","M","BOISE","05MAR2012","parttime","          36","0.0121075576"
"NV","M","Las Vegas","05DEC2013","fulltime","          48","0.3780994357"
"Arizona","M","Phoenix","30MAR2013","fulltime","          28","0.0825614827"
"CA","M","San Francisco","08MAY2013","fulltime","          35","0.4259750892"
"ID","M","BOISE","04JUN2013","parttime","          54","0.3618788097"
"CA","M","San Diego","16MAY2013","fulltime","          31","0.2588696602"
"NV","F","Las Vegas","28AUG2012","fulltime","          30","0.2383890148"
"OR","F","PORTland","28NOV2013","other","          54","0.1551690307"
"Wyoming","M","CHeyenne","15FEB2014","parttime","          36","0.1688198709"
"CA","M","San Jose","18MAY2014","fulltime","          38","0.0872414774"
"Nevada","M","Las Vegas","29MAR2014","fulltime","          39","0.8187385121"
"AZ","F","Phoenix","27OCT2013","fulltime","          45","0.6305930333"
"ID","M","BOISE","30MAR2013","fulltime","          29","0.8755728453"
"OR","M","PORTland","25NOV2013","other","          31","0.0011482462"
"CA","M","San Diego","04DEC2012","fulltime","          31","0.2308103164"
"CA","M","San Francisco","25MAR2013","fulltime","          32","0.4836100626"
"CA","M","Los Angeles","19FEB2013","fulltime","          41","0.2845635397"
"AZ","M","Phoenix","15SEP2013","fulltime","          27","0.9220161875"
"WA","M","Seattle","21MAY2014","fulltime","          26","0.4988011036"
"ID","M","BOISE","16MAY2013","parttime","          31","0.5383207502"
"CA","F","San Francisco","05APR2012","fulltime","          53"," 0.337742651"
"OR","M","PORTland","05APR2012","other","          28","0.4332525765"
"CA","F","San Diego","25OCT2012","fulltime","          29","0.6066643207"
"Arizona","M","Phoenix","13JAN2014","fulltime","          32"," 0.340589733"
"CA","Female","Los Angeles","04DEC2012","fulltime","          29","0.8064949432"
"Nevada","F","Las Vegas","19SEP2013","fulltime","          39","0.0630399892"
"OR","F","PORTland","28NOV2013","other","          28","0.1565689483"
"CA","Female","Los Angeles","04MAY2014","fulltime","          30","0.7855622204"
"Wyoming","F","CHeyenne","05DEC2013","parttime","          27","0.4971694082"
"Washington","F","Seatlle","05JAN2012","fulltime","          30","0.6738476472"
"AZ","M","Phoenix","01JUN2012","fulltime","          47","0.4344979406"
"CA","F","San Jose","05DEC2013","fulltime","          50","0.9258292126"
"OR","M","PORTland","26JAN2012","other","          29","0.5913450167"
"WY","F","CHeyenne","11AUG2013","parttime","          29"," 0.209539197"
"OR","M","PORTland","08MAY2013","other","          40","0.1211449975"
"AZ","M","Phoenix","08JUN2012","other","          41","0.9304311494"
"CA","F","San Diego","30MAR2013","fulltime","          60","0.7889037942"
"Washington","M","Seattle","04AUG2013","fulltime","          28","0.3959982546"
"CA","F","San Francisco","01JAN2012","fulltime","          46","0.1357906815"
"WY","M","CHeyenne","30MAR2013","parttime","          48","0.1483686199"
"Arizona","M","Phoenix","17APR2012","other","          58","0.3388830839"
"WY","M","CHeyenne","30JUN2012","parttime","          33","0.5760603564"
"Washington","M","Seattle","15DEC2012","fulltime","          35","0.7347764055"
"CA","M","San Francisco","15JUN2012","fulltime","          36","0.1179358187"
"Wyoming","M","CHeyenne","15NOV2013","parttime","          50","0.9632015903"
"ID","M","BOISE","25MAR2013","fulltime","          29","0.8292596274"
"WA","M","Seattle","04MAY2012","fulltime","          34","0.0297348718"
"CA","F","San Diego","18DEC2012","fulltime","          58","0.2110640645"
"CA","F","Los Angeles","15SEP2013","fulltime","          28"," 0.202806532"
"OR","F","PORTland","29MAR2014","other","          36","0.4301102205"
"CA","F","San Diego","30JUN2012","fulltime","          39","0.0453733239"
"Arizona","M","Phoenix","10JUL2013","other","          31","0.8688557213"
"AZ","F","Tucson","15MAY2014","fulltime","          45","0.8266189433"
"CA","F","San Diego","15DEC2012","fulltime","          55","0.8965201093"
"UT","F","provo","05OCT2013","fulltime","          32","0.5140522246"
"CA","M","Los Angeles","19FEB2013","fulltime","          34","0.1245888635"
"CO","F","Denver","10FEB2012","parttime","          35","0.3637941346"
"CA","M","Los Angeles","16DEC2013","fulltime","          36","0.8562355912"
"AZ","M","Tucson","30MAR2013","fulltime","          39","0.3624055774"
"Arizona","M","Phoenix","15DEC2012","other","          33","0.8203245023"
"CA","F","San Francisco","08MAR2012","fulltime","          28","0.7343166828"
"CA","F","San Francisco","19JAN2014","fulltime","          31","0.7469700401"
"OR","F","PORTland","01JAN2012","other","          34","0.7861829758"
"CA","M","San Francisco","16JUL2012","fulltime","          30"," 0.065436244"
"Washington","M","Seattle","06SEP2012","fulltime","          45"," 0.396512537"
"Arizona","F","Tucson","25AUG2012","fulltime","          26","0.1685247222"
"CA","M","San Diego","05NOV2012","fulltime","          31","0.3268198652"
"ID","M","BOISE","10JUN2013","parttime","          54","0.3673758192"
"ID","M","BOISE","15MAY2014","fulltime","          28","0.8937140251"
"OR","M","PORTland","30MAR2013","other","          28","0.7446675095"
"Washington","F","Seatlle","05APR2012","fulltime","          32"," 0.320342241"
"ID","F","BOISE","07FEB2012","fulltime","          28","0.8994742268"
"ID","F","BOISE","25JUL2013","parttime","          42","0.2910188675"
"CA","Male","Los Angeles","19FEB2013","fulltime","          43","0.3244075427"
"Arizona","M","Tucson","22MAY2014","parttime","          34","0.2082156088"
"ID","M","BOISE","30JUN2012","fulltime","          40","0.1866201126"
"CA","F","San Francisco","16APR2014","fulltime","          34","0.4590323327"
"CA","M","San Jose","01MAY2012","fulltime","          27","  0.59962216"
"AZ","M","Phoenix","17APR2012","fulltime","          28","0.8217109832"
"ID","M","BOISE","11AUG2013","parttime","          28","0.0337335528"
"OR","F","PORTland","30MAR2012","other","          58","0.4407786329"
"OR","F","PORTland","05DEC2013","other","          52"," 0.919332534"
"CA","M","San Francisco","15DEC2012","fulltime","          30","0.0492239511"
"CA","F","San Diego","28NOV2013","fulltime","          28","0.3446705552"
"UT","F","provo","15DEC2012","fulltime","          29"," 0.361217335"
"CA","Woman","Los Angeles","19FEB2013","fulltime","          37","0.9837181298"
"CA","M","San Francisco","21FEB2012","fulltime","          29","0.9271257408"
"CA","F","San Jose","05SEP2013","fulltime","          31","0.1184763429"
"Nevada","M","Las Vegas","15MAR2012","fulltime","          45","0.0163072897"
"Washington","M","Seattle","01JUN2012","fulltime","          35","0.8426374774"
"AZ","F","Phoenix","24APR2013","fulltime","          35","0.7804055045"
"Wyoming","M","CHeyenne","15JAN2012","parttime","          28","0.5261834881"
"CA","M","San Diego","31OCT2012","fulltime","          51","0.2077718644"
"CA","F","San Jose","17MAY2014","fulltime","          26","0.9521422852"
"CO","M","Denver","10JUN2013","parttime","          32","0.4756886975"
"Arizona","M","Phoenix","06NOV2012","fulltime","          32","0.7423600209"
"CA","Man","Los Angeles","15MAR2012","fulltime","          28"," 0.390374337"
"Arizona","M","Phoenix","05MAR2012","fulltime","          33","0.8578341076"
"AZ","M","Phoenix","06APR2014","fulltime","          42","0.7474154517"
"CA","Male","Los Angeles","28AUG2012","fulltime","          33","0.5382799825"
"CA","F","San Diego","31OCT2012","fulltime","          37","0.1754492513"
"CA","F","San Francisco","08JUN2012","fulltime","          36","0.0637206789"
"CO","M","Denver","14OCT2013","fulltime","          29","0.4116003343"
"CO","M","Denver","11AUG2013","fulltime","          30","0.9104861188"
"CA","Female","Los Angeles","19FEB2013","fulltime","          58"," 0.798410817"
"Arizona","M","Tucson","03APR2014","parttime","          28","0.7284269266"
"CA","F","San Francisco","01JAN2012","fulltime","          30","0.0570841749"
"OR","M","PORTland","21FEB2012","other","          30","0.6211477167"
"CA","F","San Francisco","30MAR2013","fulltime","          38","0.0712730666"
"ID","F","BOISE","06JUL2013","fulltime","          41","0.0159168546"
"ID","F","BOISE","13SEP2012","parttime","          29","0.9610854033"
"CA","M","San Francisco","03APR2012","fulltime","          43","0.4203054101"
"OR","M","PORTland","15JAN2012","other","          34","0.9124355455"
"Arizona","M","Phoenix","25NOV2013","fulltime","          34","0.7397518478"
"CA","M","San Francisco","01OCT2012","fulltime","          33","0.4863660259"
"AZ","F","Phoenix","12APR2013","fulltime","          35","0.8808358064"
"AZ","F","Phoenix","01MAY2012","fulltime","          35","0.6496227862"
"CA","F","San Diego","06JUL2013","fulltime","          32","0.8696573204"
"CA","Male","Los Angeles","19FEB2013","fulltime","          30","0.8171028867"
"CA","F","San Jose","06NOV2012","fulltime","          29","0.3411547422"
"CA","F","San Diego","21NOV2012","fulltime","          30","0.3664020646"
"ID","F","BOISE","10JUL2013","parttime","          43","0.2371727127"
"OR","M","PORTland","11AUG2013","other","          29","0.4543194382"
"CO","M","Denver","05NOV2012","fulltime","          53","0.4836681227"
"CA","M","Los Angeles","27OCT2013","fulltime","          35","0.0902491343"
"ID","F","BOISE","04JUN2013","fulltime","          29","  0.25027871"
"AZ","F","Tucson","04JUN2013","parttime","          40","0.3646636048"
"CA","M","San Diego","10NOV2013","fulltime","          28","0.2906377447"
"NV","F","Las Vegas","08MAY2013","fulltime","          28","0.6524189546"
"CA","M","San Diego","08MAR2012","fulltime","          60","0.4434354973"
"WA","M","Seattle","27OCT2013","fulltime","          33","0.1753632567"
"WY","M","CHeyenne","29MAR2014","parttime","          30","0.0044358866"
"CA","M","San Diego","06SEP2012","fulltime","          28","0.7429746933"
"CA","M","San Francisco","08DEC2013","fulltime","          37","0.2409616975"
"CA","M","San Diego","08MAY2013","fulltime","          37","0.2718179181"
"NV","F","Las Vegas","03APR2012","fulltime","          39","0.7720039383"
"CA","M","San Francisco","09FEB2014","fulltime","          32","0.7660036258"
"Washington","M","Seattle","28NOV2013","fulltime","          28","0.1400001147"
"Arizona","F","Phoenix","20MAR2013","fulltime","          28","0.8864148524"
"AZ","M","Phoenix","06NOV2012","other","          31","0.0466477704"
"CA","M","San Francisco","18JUL2012","fulltime","          30","0.0722351768"
"CA","M","Los Angeles","19FEB2013","fulltime","          34","0.4619061781"
"UT","M","provo","04DEC2012","fulltime","          33","0.2560799095"
"AZ","F","Tucson","05OCT2013","parttime","          56","0.6969217657"
"CA","M","San Francisco","15JAN2012","fulltime","          30","0.8638204568"
"CA","M","San Francisco","06APR2014","fulltime","          49","0.5065166077"
"CA","M","San Francisco","06MAY2014","fulltime","          61","0.8186264009"
"ID","M","BOISE","05DEC2013","parttime","          41","0.3203314507"
"UT","M","provo","06APR2014","fulltime","          31","0.5504735967"
"ID","M","BOISE","12DEC2012","parttime","          31","0.4628502058"
"OR","M","PORTland","30MAR2013","other","          36","0.5922222368"
"WA","M","Seattle","30MAR2013","fulltime","          30","0.5283580062"
"AZ","M","Phoenix","15NOV2013","fulltime","          32","0.5505242187"
"WY","M","CHeyenne","05DEC2013","parttime","          53","0.5660180126"
"CA","F","San Francisco","16APR2014","fulltime","          29"," 0.523373842"
"Nevada","M","Las Vegas","30MAR2013","fulltime","          36","0.3663813636"
"CO","F","Denver","16APR2014","fulltime","          29"," 0.428141921"
"CA","F","San Diego","04JAN2014","fulltime","          41","0.8521777274"
"AZ","F","Phoenix","20MAR2013","fulltime","          43","0.8223389261"
"CA","M","San Francisco","05NOV2012","fulltime","          32","0.3057349847"
"NV","M","Las Vegas","06JUL2013","fulltime","          36","0.3862777461"
"CA","F","San Francisco","05NOV2012","fulltime","          31","0.1576318243"
"CA","F","San Francisco","07MAR2013","fulltime","          32","0.4557148146"
"CA","F","San Diego","08MAY2013","fulltime","          29"," 0.061762441"
"CA","Man","Los Angeles","12APR2013","fulltime","          29","0.1964126188"
"Arizona","M","Phoenix","11AUG2013","fulltime","          32"," 0.150590615"
"Arizona","M","Phoenix","01JUN2012","fulltime","          51","0.5774935854"
"Nevada","M","Las Vegas","04JUN2013","fulltime","          31","0.5626170261"
"CA","F","San Jose","07MAR2013","fulltime","          31","0.5192680846"
"UT","M","provo","04AUG2013","fulltime","          36","0.9015245651"
"CA","M","San Diego","26JAN2012","fulltime","          41","0.6400326861"
"WA","M","Seattle","05APR2012","fulltime","          33","0.3358460145"
"OR","M","PORTland","10OCT2013","other","          58","0.3467341691"
"CA","M","San Francisco","05APR2012","fulltime","          43","0.4828661706"
"AZ","F","Tucson","16MAY2014","fulltime","          32"," 0.245948237"
"OR","F","PORTland","05DEC2013","other","          34","0.8140657688"
"WA","F","Seatlle","24SEP2012","fulltime","          46","  0.48800093"
"WA","F","Seatlle","06APR2014","fulltime","          40","0.3957528329"
"CA","Man","Los Angeles","01OCT2012","fulltime","          29","0.2613993251"
"AZ","M","Tucson","06SEP2012","parttime","          35","0.9522405094"
"Washington","F","Seatlle","28NOV2013","fulltime","          35","0.1113172873"
"CA","F","San Jose","10FEB2012","fulltime","          37","0.2500194759"
"AZ","F","Phoenix","01JUN2012","fulltime","          29","0.6120560666"
"AZ","M","Phoenix","05APR2012","fulltime","          60","0.6553623023"
"NV","M","Las Vegas","28MAR2014","fulltime","          50"," 0.843769099"
"CA","M","San Francisco","24APR2013","fulltime","          44","0.3968122496"
"AZ","F","Phoenix","04JUN2013","other","          28","0.0325366245"
"CA","F","San Diego","13AUG2013","fulltime","          28","0.7591474893"
"CA","F","San Jose","15DEC2012","fulltime","          32","0.6336580625"
"AZ","F","Phoenix","22MAY2014","fulltime","          45","0.1892015655"
"CA","F","San Diego","07MAR2013","fulltime","          29","0.5867084794"
"CA","Man","Los Angeles","19FEB2013","fulltime","          30","0.7826678095"
"Arizona","M","Phoenix","15SEP2013","fulltime","          34","0.1018375136"
"CO","M","Denver","15FEB2014","parttime","          35","0.0638367147"
"CA","M","San Diego","06SEP2012","fulltime","          44","0.5616663324"
"ID","M","BOISE","08MAY2013","parttime","          38","0.6022596711"
"CA","F","San Diego","08DEC2013","fulltime","          45","0.9426132445"
"UT","M","provo","25NOV2013","fulltime","          33","0.3944781792"
"CA","F","San Diego","24APR2013","fulltime","          34","0.4532015675"
"CA","M","San Diego","01MAY2012","fulltime","          30","0.3281828837"
"AZ","F","Tucson","28NOV2013","fulltime","          28","0.4133605023"
"CA","F","San Francisco","13SEP2012","fulltime","          54","0.6949802142"
"CO","M","Denver","25AUG2012","parttime","          34","0.3472788661"
"UT","M","provo","30MAR2013","fulltime","          32","0.0678832052"
